CATEGORY	BIBTEXKEY	AUTHOR	TITLE	YEAR	PUBLISHER	ADDRESS	PAGES	BOOKTITLE	EDITOR	JOURNAL	NOTE	NUMBER	SCHOOL	URL	VOLUME	CONTRIBUTOR	COMMENT
article	bonch2018	Бонч-Осмоловская, А. А	Имена времени: эпитеты десятилетий в национальном корпусе русского языка как проекция культурной памяти	2018			115--146			Шаги/Steps					4		
